тип,Пр.Всего,Цена,Балк/Лодж,Санузел,Тип дома,Отделка,Этаж,Мебель,ПлощКухни,ЖилПлощ,Кол-воЭтаж,Кол-воКомн,Парковка,Ремонт,ВысПотол,Техника,ОбщПлощ,ГодПостр,Широта,Долгота,Адрес
Вторичка,2664,18900000,балкон,совмещенный,монолитный,,4,,10 м²,60 м²,24,3,,дизайнерский,,,104 м²,2024,55.752227,49.167059,"Республика Татарстан, Казань, Танковая ул., 2"
Вторичка,78,3790000,балкон,совмещенный,панельный,,3,"хранение одежды, спальные места",11.3 м²,17.7 м²,3,1,,евро,,,32.1 м²,2018,55.711595,49.326699,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, 16-й квартал, 1"
Вторичка,272,14700000,балкон,,кирпичный,,3,,11.2 м²,34.8 м²,5,2,,косметический,,,62 м²,,55.812712,49.089624,"Республика Татарстан (Татарстан), Казань, пер. Односторонки Гривки, 10"
Вторичка,652,16500000,лоджия,раздельный,кирпичный,,7,,15 м²,50 м²,8,4,открытая во дворе,дизайнерский,2.9 м,,82.2 м²,,55.732002,49.169404,"Республика Татарстан (Татарстан), Казань, ул. Мидхата Булатова, 5"
Вторичка,3081,15200500,лоджия,раздельный,кирпичный,,2,,13 м²,40.9 м²,22,2,,косметический,3 м,,70.7 м²,2011,55.818822,49.122395,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 38"
Вторичка,279,4290000,,совмещенный,блочный,,3,,11 м²,17 м²,3,1,,косметический,,холодильник,44.6 м²,2024,55.712923,49.330409,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, ул. 22-й Квартал, 6"
Вторичка,899,8499000,балкон,совмещенный,кирпичный,,3,,9 м²,31.5 м²,10,2,,евро,,,53 м²,2008,55.731571,49.16908,"Республика Татарстан, Казань, ул. Мидхата Булатова, 5"
Вторичка,661,10500000,лоджия,раздельный,панельный,,3,"кухня, хранение одежды, спальные места",8 м²,,9,3,открытая во дворе,косметический,,"холодильник, стиральная машина, посудомоечная машина",66 м²,1979,55.818604,49.088609,"Республика Татарстан (Татарстан), Казань, ул. Декабристов, 87"
Вторичка,532,19999999,балкон,совмещенный,кирпичный,,6,,17 м²,40 м²,8,2,,дизайнерский,,кондиционер,70 м²,2019,55.798586,49.066107,"Республика Татарстан (Татарстан), Казань, ул. Столярова, 19"
Вторичка,126,8099000,балкон,совмещенный,кирпичный,,7,,8.1 м²,16.5 м²,9,1,,косметический,,,34.9 м²,2007,55.817851,49.083732,"Республика Татарстан, Казань, Дружинная ул., 6"
Вторичка,277,6900000,балкон,раздельный,кирпичный,,3,"кухня, хранение одежды, спальные места",9 м²,48 м²,3,2,открытая во дворе,евро,,посудомоечная машина,58 м²,2017,55.810496,49.439042,"Республика Татарстан (Татарстан), Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 31"
Вторичка,1266,19000000,лоджия,"совмещенный, раздельный",кирпичный,,10,"кухня, хранение одежды",14.2 м²,55.3 м²,10,3,открытая во дворе,косметический,2.7 м,,104.7 м²,2000,55.81868362,49.1041069,"Республика Татарстан, Казань, Чистопольская ул., 10/8"
Вторичка,48,6550000,,совмещенный,кирпичный,,8,,,,9,студия,открытая во дворе,требует ремонта,,,24.8 м²,2023,55.73904696039483,49.151205137573214,"Республика Татарстан (Татарстан), Казань, ул. Ярдем, 25"
Вторичка,1012,7500000,,раздельный,кирпичный,,2,кухня,8 м²,41 м²,2,3,открытая во дворе,евро,3 м,водонагреватель,56.9 м²,,55.78423309,49.17130661,"Республика Татарстан (Татарстан), Казань, Гвардейская ул., 37к13"
Вторичка,355,5200000,балкон,совмещенный,панельный,,7,хранение одежды,6.8 м²,16.2 м²,9,1,открытая во дворе,косметический,2.7 м,,28.3 м²,1972,55.753372,49.179959,"Республика Татарстан, Казань, ул. Карбышева, 33"
Вторичка,2580,8500000,лоджия,совмещенный,монолитно-кирпичный,,14,,9.5 м²,17.1 м²,17,1,,требует ремонта,,,36.5 м²,2024,55.785903,49.216664,"р-н Советский, Республика Татарстан, Казань, ул. Петра Полушкина, 6"
Вторичка,299,6500000,балкон,совмещенный,кирпичный,,4,,25.2 м²,11 м²,5,1,,евро,,,48.1 м²,2018,55.808786,49.27192,"р-н Советский, Республика Татарстан, Казань, Интернациональная ул., 25А"
Вторичка,1312,3800000,,совмещенный,кирпичный,,5,,,9 м²,5,студия,,евро,,,18 м²,0,55.771347,49.100404,"Республика Татарстан, Казань, ул. Меховщиков, 7"
Вторичка,403,4999000,балкон,совмещенный,кирпичный,,3,,9.9 м²,17.4 м²,3,1,открытая во дворе,косметический,,,35 м²,,55.81024933,49.43764877,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 25"
Вторичка,1778,5450000,балкон,совмещенный,кирпичный,,2,,5.6 м²,28 м²,4,2,,косметический,,,42.1 м²,,55.819398,49.059612,"Республика Татарстан (Татарстан), Казань, ул. Чкалова, 4/2"
Вторичка,3009,7490000,балкон,раздельный,кирпичный,,9,кухня,8.4 м²,,10,2,открытая во дворе,евро,,,45.3 м²,,55.826114,49.068721,"Республика Татарстан (Татарстан), Казань, ул. Серова, 35"
Вторичка,10262,2990000,,совмещенный,кирпичный,,2,"кухня, спальные места",,22 м²,2,студия,открытая во дворе,дизайнерский,3.2 м,"стиральная машина, водонагреватель",22 м²,1957,55.80956,49.189814,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Журналистов, 18"
Вторичка,1198,6200000,балкон,совмещенный,кирпичный,,12,,7.9 м²,,14,1,,косметический,,,36 м²,1989,55.824218,49.068146,"Республика Татарстан (Татарстан), Казань, ул. Галимджана Баруди, 23"
Вторичка,4172,2300000,,раздельный,панельный,,1,,,5 м²,9,студия,,косметический,,,10 м²,1986,55.822205,49.124955,"Республика Татарстан, Казань, ул. Четаева, 34"
Вторичка,0,17500000,лоджия,раздельный,монолитно-кирпичный,,6,,23 м²,28 м²,19,2,,требует ремонта,3 м,,59 м²,2025,55.813415,49.141161,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 6"
Вторичка,913,13300000,балкон,раздельный,кирпичный,,2,,9.9 м²,50.5 м²,15,4,,евро,,,82.7 м²,1990,55.834623,49.158732,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, ул. Гаврилова, 26"
Вторичка,194,6600000,балкон,совмещенный,панельный,,2,,6 м²,33 м²,5,2,,косметический,,,46.2 м²,1974,55.756254,49.213035,"Республика Татарстан, Казань, ул. Братьев Касимовых, 80"
Вторичка,2847,13000000,лоджия,раздельный,кирпичный,,1,"кухня, хранение одежды, спальные места",13.6 м²,64.6 м²,14,3,"открытая во дворе, за шлагбаумом во дворе",евро,,"кондиционер, холодильник, стиральная машина, водонагреватель",116.7 м²,2004,55.778922,49.223024,"Республика Татарстан, Казань, пр-т Победы, 126А"
Вторичка,605,13962000,,раздельный,монолитно-кирпичный,,6,,29 м²,34 м²,20,3,"подземная, наземная многоуровневая, открытая во дворе",требует ремонта,2.9 м,,88 м²,2021,55.81350280428666,49.136805047546375,"Республика Татарстан (Татарстан), Казань, ул. Алексея Козина, 2"
Вторичка,1095,5450000,балкон,раздельный,кирпичный,,2,кухня,5.5 м²,34 м²,5,3,открытая во дворе,евро,,,50.9 м²,1970,55.874455,49.016538,"р-н Московский, Республика Татарстан (Татарстан), Казань, ул. Химиков, 51"
Вторичка,425,4500000,,совмещенный,кирпичный,,2,,5 м²,18.6 м²,5,1,,косметический,,,30.6 м²,,55.817137,49.059234,"Республика Татарстан, Казань, ул. Степана Халтурина, 16"
Вторичка,5806,11000000,"балкон, лоджия",раздельный,панельный,,8,кухня,7.5 м²,,9,4,,косметический,,,80.4 м²,1978,55.744536,49.224542,"Республика Татарстан, Казань, ул. Рихарда Зорге, 105"
Вторичка,1810,9500000,лоджия,раздельный,кирпичный,,5,,7 м²,41.6 м²,9,3,,косметический,,,64 м²,1972,55.771732,49.136283,"Республика Татарстан, Казань, ул. Нурсултана Назарбаева, 60"
Вторичка,3936,13200000,балкон,раздельный,панельный,,6,,12.4 м²,48.7 м²,9,3,,косметический,,,75.7 м²,2002,55.819843,49.111624,"Республика Татарстан (Татарстан), Казань, ул. Абсалямова, 14"
Вторичка,1085,5600000,,совмещенный,кирпичный,,2,,6 м²,18.7 м²,5,1,,косметический,,,30.8 м²,,55.840518,49.077524,"Республика Татарстан, Казань, ул. Воровского, 23"
Вторичка,15,16200000,лоджия,раздельный,кирпичный,,2,,16.3 м²,42 м²,22,2,,косметический,3 м,,77.2 м²,2011,55.818822,49.122395,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 38"
Вторичка,1083,3350000,,совмещенный,кирпичный,,3,"кухня, спальные места",,15 м²,4,студия,открытая во дворе,евро,3 м,,18.3 м²,1958,55.767185,49.137271,"Республика Татарстан, Казань, Ботаническая ул., 14"
Вторичка,935,6700000,лоджия,раздельный,блочный,,4,,7.4 м²,,10,1,открытая во дворе,евро,2.7 м,,33.6 м²,1991,55.742265,49.217733,"Республика Татарстан (Татарстан), Казань, ул. Рихарда Зорге, 94"
Вторичка,1500,6000000,,совмещенный,кирпичный,,1,кухня,5.8 м²,30 м²,5,2,открытая во дворе,косметический,,,43.5 м²,1958,55.839542,49.096263,"Республика Татарстан, Казань, ул. Гагарина, 10"
Вторичка,1479,8899999,лоджия,раздельный,кирпичный,,10,кухня,10.9 м²,32.7 м²,10,2,открытая во дворе,косметический,2.5 м,,58.8 м²,2010,55.804587,49.213116,"р-н Советский, Республика Татарстан, Казань, пр-т Победы, 210"
Вторичка,609,11400000,лоджия,совмещенный,монолитно-кирпичный,,8,,13 м²,29 м²,16,2,,требует ремонта,2.7 м,,57 м²,2023,55.773849,49.206657,"Республика Татарстан (Татарстан), Казань, Советский район, жилой комплекс Яратам, к1"
Вторичка,8134,4990000,балкон,совмещенный,панельный,,5,кухня,6 м²,18 м²,5,1,открытая во дворе,евро,,,31.2 м²,1969,55.82271046928341,49.039582754728116,"Республика Татарстан (Татарстан), Казань, Ново-Светлая ул., 11"
Вторичка,1244,11890000,лоджия,раздельный,кирпичный,,5,,10 м²,40 м²,9,3,,дизайнерский,,,60.5 м²,,55.752718,49.187649,"Республика Татарстан (Татарстан), Казань, ул. Хусаина Мавлютова, 24"
Вторичка,3791,3630000,,совмещенный,кирпичный,,4,,3 м²,18 м²,5,1,,дизайнерский,,,23 м²,1963,55.815023,49.181603,"р-н Советский, Республика Татарстан, Казань, ул. Академика Арбузова, 4"
Вторичка,2170,5600000,,раздельный,панельный,,3,"кухня, хранение одежды, спальные места",13.1 м²,29 м²,3,2,открытая во дворе,евро,2.7 м,,58.8 м²,2021,55.710154,49.326483,"Республика Татарстан, Пестречинский р-н, Богородское сельское поселение, д. Куюки, 15-й квартал, 17"
Вторичка,232,11800000,балкон,совмещенный,монолитно-кирпичный,,15,,15 м²,33.4 м²,19,2,,дизайнерский,,,71.5 м²,,55.767919,49.172323,"Республика Татарстан, Казань, ул. Аметьевская Магистраль, 16к1"
Вторичка,372,7099000,лоджия,раздельный,кирпичный,,6,"кухня, хранение одежды, спальные места",8.5 м²,26.7 м²,10,2,открытая во дворе,косметический,,кондиционер,47.4 м²,,55.87076187,49.09048843,"Республика Татарстан, Казань, ул. Пржевальского, 4"
Вторичка,116,6200000,,,панельный,,1,,6 м²,,5,2,,требует ремонта,,,45.5 м²,1962,55.774715,49.10936,"Республика Татарстан (Татарстан), Казань, ул. Карима Тинчурина, 17"
Вторичка,2635,3390000,,совмещенный,кирпичный,,5,"кухня, спальные места",,,5,студия,открытая во дворе,евро,,стиральная машина,20 м²,,55.8345871,49.09287643,"Республика Татарстан, Казань, ул. Восстания, 25"
Вторичка,2188,8500000,лоджия,раздельный,панельный,,5,,8.6 м²,38 м²,9,3,,евро,,,68.6 м²,1988,55.772016,49.226905,"Республика Татарстан, Казань, Минская ул., 28"
Вторичка,471,5550000,,совмещенный,панельный,,1,,5.5 м²,29.5 м²,5,2,,косметический,,,42.5 м²,,55.840391,49.108256,"Республика Татарстан, Казань, ул. Гагарина, 35"
Вторичка,295,8566776,балкон,совмещенный,монолитно-кирпичный,,4,,18.1 м²,,14,1,"подземная, наземная многоуровневая",требует ремонта,2.8 м,,36 м²,,55.82352775604813,49.15532499306721,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, Чистопольская ул., 85А"
Вторичка,1367,4830000,балкон,совмещенный,кирпичный,,2,,5.5 м²,18 м²,5,1,,косметический,,,32.6 м²,,55.825977,49.030363,"Республика Татарстан (Татарстан), Казань, ул. Горьковское Шоссе, 41"
Вторичка,78,9499000,лоджия,совмещенный,кирпичный,,1,"кухня, хранение одежды, спальные места",13 м²,17 м²,16,1,за шлагбаумом во дворе,евро,2.8 м,водонагреватель,46 м²,2009,55.81797028,49.08204269,"Республика Татарстан, Казань, Дружинная ул., 7"
Вторичка,321,23000000,балкон,совмещенный,кирпичный,,5,,12.2 м²,57.3 м²,10,3,,евро,2.9 м,,95 м²,2010,55.787366,49.155372,"Республика Татарстан, Казань, ул. Достоевского, 66/17"
Вторичка,557,23005000,лоджия,раздельный,кирпичный,,2,,13.6 м²,62.7 м²,22,3,,косметический,3 м,,107 м²,2011,55.818822,49.122395,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 38"
Вторичка,25,7550000,балкон,совмещенный,кирпичный,,5,,,20 м²,5,студия,,евро,,,41.6 м²,2013,55.711321,49.187595,"р-н Приволжский, Республика Татарстан (Татарстан), Казань, Безоблачная ул., 6А"
Новостройки,141,7800000,лоджия,совмещенный,монолитно-кирпичный,предчистовая,14,,7 м²,22.5 м²,19,1,,,,,34.1 м²,,55.77488,49.20582,"ул. Бухарская, жилые дома"
Вторичка,124,5612000,,совмещенный,монолитный,,1,"кухня, хранение одежды",,,19,студия,"открытая во дворе, за шлагбаумом во дворе",дизайнерский,2.9 м,кондиционер,26.6 м²,2015,55.749167,49.183903,"Республика Татарстан (Татарстан), Казань, ул. Профессора Камая, 10к2"
Вторичка,264,3700000,балкон,совмещенный,кирпичный,,5,,,16 м²,,студия,,дизайнерский,,,17 м²,1960,55.765478,49.150198,"Республика Татарстан, Казань, ул. Павлюхина, 103"
Вторичка,1384,7550000,балкон,раздельный,монолитный,,2,"кухня, хранение одежды, спальные места",8.5 м²,33 м²,17,2,открытая во дворе,косметический,,,61.9 м²,2000,55.763807,49.220608,"Республика Татарстан (Татарстан), Казань, пр-т Победы, 78"
Вторичка,589,6290000,балкон,совмещенный,монолитно-кирпичный,,9,,10 м²,19 м²,15,1,открытая во дворе,евро,2.8 м,,38.1 м²,2019,55.686152,49.208912,"Республика Татарстан (Татарстан), Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 6"
Вторичка,785,5500000,балкон,совмещенный,кирпичный,,2,,5 м²,16.5 м²,9,1,открытая во дворе,требует ремонта,2.5 м,,27.3 м²,1978,55.826559,49.079294,"Республика Татарстан (Татарстан), Казань, ул. Энергетиков, 3"
Вторичка,79,7600000,лоджия,совмещенный,кирпичный,,5,,12 м²,11 м²,6,1,,требует ремонта,2.7 м,,36 м²,,55.807643,49.230462,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Анаса Тазетдинова, 4"
Вторичка,1331,4999999,,совмещенный,кирпичный,,1,,7 м²,18 м²,5,1,,евро,,,30 м²,,55.838127,49.071029,"Республика Татарстан (Татарстан), Казань, ул. Академика Королёва, 41"
Вторичка,113,5750000,балкон,совмещенный,панельный,,5,,6 м²,30 м²,5,2,открытая во дворе,косметический,,,45 м²,1972,55.821972,49.100629,"Республика Татарстан (Татарстан), Казань, ул. Короленко, 13"
Вторичка,3830,7190000,балкон,совмещенный,кирпичный,,2,кухня,6 м²,32 м²,5,2,открытая во дворе,евро,,,43.7 м²,1960,55.808897,49.187478,"р-н Советский, Республика Татарстан, Казань, ул. Академика Кирпичникова, 16"
Вторичка,12088,3300000,,раздельный,кирпичный,,6,,5 м²,23 м²,9,2,,косметический,,,31.4 м²,1989,55.816298,49.082627,"Республика Татарстан, Казань, Поперечно-Базарная ул., 59"
Вторичка,1077,23199000,,,кирпичный,,1,,22.2 м²,40 м²,5,2,,требует ремонта,,,87.8 м²,2003,55.789112,49.128809,"Республика Татарстан, Казань, ул. Некрасова, 15А"
Вторичка,3341,10900000,лоджия,раздельный,кирпичный,,4,,12 м²,,10,3,,евро,,,67 м²,,55.74376,49.217796,"Республика Татарстан, Казань, ул. Рихарда Зорге, 88"
Вторичка,29524,2560000,балкон,раздельный,кирпичный,,4,,,,5,студия,,косметический,,,20.2 м²,1959,55.839411,49.093658,"Республика Татарстан, Казань, Ново-Савиновский район, Октябрьская ул., 15"
Вторичка,433,17849000,"балкон, лоджия",раздельный,кирпичный,,6,,11 м²,42.7 м²,10,2,,дизайнерский,3.2 м,,86.1 м²,2007,55.779687,49.14877,"Республика Татарстан, Казань, Бойничная ул., 5"
Вторичка,274,5990000,балкон,совмещенный,монолитно-кирпичный,,3,,,,19,студия,,косметический,,,27 м²,2018,55.79266,49.249022,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Азата Аббасова, 9"
Вторичка,567,8499000,балкон,совмещенный,кирпичный,,3,,,15.5 м²,25,студия,,требует ремонта,,,32.2 м²,2025,55.810405,49.073976,"Республика Татарстан (Татарстан), Казань, Краснококшайская ул., 58"
Вторичка,4387,3350000,,совмещенный,кирпичный,,2,"кухня, спальные места",,25 м²,2,студия,открытая во дворе,евро,3.3 м,"стиральная машина, водонагреватель",25 м²,1957,55.80956,49.189814,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Журналистов, 18"
Вторичка,72,10764000,лоджия,раздельный,монолитно-кирпичный,,10,,22 м²,24 м²,14,2,"подземная, наземная многоуровневая",требует ремонта,2.9 м,,64 м²,2025,55.825113,49.152345,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, пр-т Ямашева, 97"
Вторичка,4393,3100000,,совмещенный,кирпичный,,5,"кухня, хранение одежды, спальные места",,17 м²,5,студия,открытая во дворе,евро,3.2 м,стиральная машина,20.1 м²,1959,55.842742,49.097269,"Республика Татарстан (Татарстан), Казань, ул. Короленко, 109"
Вторичка,907,8700000,"балкон, лоджия",раздельный,панельный,,4,,8.4 м²,38.5 м²,9,3,,косметический,,,62.6 м²,,55.786298,49.224489,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Хайдара Бигичева, 16"
Вторичка,56,6190000,балкон,совмещенный,монолитно-кирпичный,,17,,,15 м²,19,студия,,косметический,,,28 м²,,55.827368,49.041142,"Республика Татарстан, Казань, Окольная ул., 10"
Вторичка,306,6400000,балкон,раздельный,кирпичный,,2,"хранение одежды, спальные места",6 м²,34 м²,5,3,,требует ремонта,,,57.2 м²,1967,55.806171,49.079644,"Республика Татарстан (Татарстан), Казань, Кировский район, Пролетарская ул., 21"
Вторичка,791,6200000,балкон,раздельный,кирпичный,,6,,6.2 м²,26.6 м²,9,2,,косметический,,,47.7 м²,1985,55.859817,49.097997,"Республика Татарстан, Казань, ул. Максимова, 1"
Вторичка,1086,7980000,лоджия,раздельный,кирпичный,,9,,6.6 м²,37.5 м²,9,3,открытая во дворе,евро,2.7 м,,56.6 м²,1969,55.823378,49.049739,"Республика Татарстан, Казань, ул. Кулахметова, 3"
Вторичка,128,3900000,,совмещенный,кирпичный,,2,кухня,2 м²,17 м²,5,1,открытая во дворе,евро,2.6 м,водонагреватель,19 м²,1973,55.85615921,49.07395935,"Республика Татарстан, Казань, ул. Тар Урам, 3А"
Вторичка,550,6450000,балкон,совмещенный,кирпичный,,3,кухня,8.6 м²,22 м²,3,2,открытая во дворе,евро,,,45.5 м²,2019,55.804643,49.447441,"Республика Татарстан (Татарстан), Пестречинский р-н, Кощаковское сельское поселение, д. Царёво, ул. Петра Гаврилова, 38"
Вторичка,2567,12499000,лоджия,совмещенный,монолитно-кирпичный,,10,,16 м²,41 м²,19,2,,дизайнерский,,,71 м²,,55.752308,49.161894,"Республика Татарстан, Казань, Оренбургский тракт, 24Б"
Вторичка,2119,7690000,,раздельный,кирпичный,,1,"кухня, спальные места",8.1 м²,,4,2,открытая во дворе,евро,,,59 м²,,55.833794,49.086804,"Республика Татарстан (Татарстан), Казань, ул. Восстания, 35"
Вторичка,916,11990000,лоджия,раздельный,кирпичный,,7,"кухня, хранение одежды, спальные места",12 м²,27 м²,10,2,открытая во дворе,евро,,,53 м²,2014,55.817067,49.085384,"Республика Татарстан, Казань, Горсоветская ул., 25"
Вторичка,25,6350000,лоджия,совмещенный,монолитно-кирпичный,,12,,12 м²,18 м²,14,1,,евро,,,37.7 м²,,55.686152,49.208912,"Республика Татарстан, Лаишевский р-н, Столбищенское сельское поселение, с. Усады, Счастливая ул., 6"
Вторичка,991,8500000,лоджия,совмещенный,панельный,,2,,13.6 м²,36.3 м²,9,2,,евро,,,53.7 м²,1980,55.827687,49.129204,"Республика Татарстан (Татарстан), Казань, пр-т Ямашева, 54к3"
Новостройки,1686,5350000,балкон,раздельный,монолитно-кирпичный,без отделки,10,,,,16,студия,,,,,30 м²,,55.71804,49.15755,"р-н Приволжский, ул. Рауиса Гареева, стр. 1"
Вторичка,2273,5899000,лоджия,совмещенный,кирпичный,,2,,10 м²,,10,1,,косметический,,,47 м²,2000,55.826058,49.052829,"Республика Татарстан, Казань, ул. Сабан, 7Б"
Вторичка,230,9500000,лоджия,раздельный,кирпичный,,2,,8 м²,28.8 м²,9,2,,косметический,,,50.2 м²,1979,55.785174,49.151042,"Республика Татарстан, Казань, ул. Вишневского, 49"
Вторичка,1987,10200000,балкон,раздельный,монолитный,,7,,13 м²,36.8 м²,9,3,,косметический,,,67 м²,,55.833076,49.156872,"р-н Ново-Савиновский, Республика Татарстан (Татарстан), Казань, ул. Гаврилова, 16А"
Вторичка,157,14090000,балкон,"совмещенный, раздельный",монолитный,,3,,10 м²,29 м²,8,2,,дизайнерский,,,54 м²,,55.822766,49.071398,"Республика Татарстан, Казань, Пилотская ул., 35"
Вторичка,36,8260000,лоджия,раздельный,панельный,,8,,9 м²,30 м²,9,2,,требует ремонта,,кондиционер,54 м²,,55.740456,49.196156,"Республика Татарстан, Казань, пр-т Победы, 18к1"
Вторичка,411,10500000,балкон,совмещенный,монолитно-кирпичный,,15,,9.4 м²,30 м²,18,2,,евро,,,54.7 м²,2022,55.743218,49.232367,"Республика Татарстан (Татарстан), Казань, ул. Комиссара Габишева, 18А"
Вторичка,70,17000000,"балкон, лоджия",совмещенный,кирпичный,,6,"кухня, хранение одежды, спальные места",16 м²,41 м²,12,2,за шлагбаумом во дворе,дизайнерский,3 м,"кондиционер, холодильник, стиральная машина, водонагреватель",85 м²,2007,55.83665085,49.13469315,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 18/41"
Вторичка,745,9300000,лоджия,раздельный,кирпичный,,5,,9 м²,46.9 м²,10,4,,косметический,,,80 м²,1991,55.870915,49.093496,"Республика Татарстан, Казань, ул. Пржевальского, 2"
Вторичка,1558,16999000,лоджия,раздельный,кирпичный,,3,,11 м²,29 м²,10,2,,евро,,,54 м²,,55.796977,49.182178,"Республика Татарстан, Казань, ул. Разведчика Ахмерова, 7"
Вторичка,1131,6299000,лоджия,раздельный,кирпичный,,5,"кухня, хранение одежды",7.5 м²,,9,2,открытая во дворе,косметический,,,48 м²,1990,55.867192,49.09152,"Республика Татарстан (Татарстан), Казань, ул. Айдарова, 7"
Вторичка,423,3370000,,совмещенный,кирпичный,,6,,,,9,студия,,евро,2.7 м,,17.3 м²,1979,55.755864,49.180516,"Республика Татарстан (Татарстан), Казань, ул. Братьев Касимовых, 6"
Вторичка,443,11750000,лоджия,совмещенный,кирпичный,,9,,10 м²,32 м²,10,2,,евро,,,66.3 м²,,55.732636,49.173096,"Республика Татарстан, Казань, ул. Баки Урманче, 6"
Вторичка,684,5699000,лоджия,совмещенный,кирпичный,,4,"кухня, хранение одежды, спальные места",8 м²,17 м²,9,1,открытая во дворе,косметический,,,33 м²,1983,55.863611,49.099353,"Республика Татарстан, Казань, ул. Академика Павлова, 15"
Вторичка,3072,11850000,балкон,раздельный,панельный,,5,,8.5 м²,38.8 м²,9,3,,косметический,,,63 м²,2000,55.822367,49.115415,"Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 11"
Вторичка,312,8860000,,совмещенный,кирпичный,,6,,11 м²,27.7 м²,10,2,,дизайнерский,2.6 м,,47.5 м²,,55.795494,49.251654,"р-н Советский, Республика Татарстан, Казань, ул. Фикрята Табеева, 1"
Вторичка,303,9290000,лоджия,раздельный,кирпичный,,8,,13.5 м²,17 м²,20,1,,евро,,,38.7 м²,2012,55.820243,49.132726,"Республика Татарстан (Татарстан), Казань, Чистопольская ул., 61Б"
Вторичка,4048,4700000,,совмещенный,кирпичный,,2,,7 м²,18 м²,5,1,,евро,,,25 м²,1960,55.804091,49.187945,"р-н Советский, Республика Татарстан (Татарстан), Казань, ул. Академика Губкина, 5"
Вторичка,136,5500000,,совмещенный,кирпичный,,3,,10 м²,9.3 м²,8,1,,дизайнерский,,,33 м²,2023,55.870976,49.303918,"Республика Татарстан, Высокогорский р-н, Высокогорское сельское поселение, с. Высокая Гора, Вторая Ударная ул., 7"
Вторичка,14171,51000000,балкон,совмещенный,монолитный,,17,,20.1 м²,63.6 м²,19,3,,евро,2.9 м,,115 м²,2006,55.817355,49.114472,"Республика Татарстан, Казань, Ново-Савиновский район, Меридианная ул., 1"
Вторичка,146,10300000,лоджия,раздельный,монолитно-кирпичный,,5,,22 м²,22 м²,14,2,"подземная, наземная многоуровневая",требует ремонта,2.9 м,,64 м²,2025,55.820126,49.095868,"Республика Татарстан (Татарстан), Казань, пр-т Ибрагимова, 58"
Вторичка,1738,6100000,балкон,совмещенный,кирпичный,,4,,6.1 м²,17.2 м²,5,1,,евро,,кондиционер,30 м²,,55.777226,49.172539,"Республика Татарстан (Татарстан), Казань, Гвардейская ул., 52/2"
Вторичка,2195,3350000,,совмещенный,панельный,,1,,8.9 м²,18.7 м²,3,1,,косметический,2.7 м,,35.5 м²,,55.708643,49.33694,"Республика Татарстан (Татарстан), Пестречинский р-н, Богородское сельское поселение, д. Куюки, 13-й квартал, 2А"
Вторичка,1107,6099000,балкон,совмещенный,панельный,,1,,8.9 м²,19.2 м²,9,1,,косметический,,,38.9 м²,1980,55.756503,49.224596,"Республика Татарстан (Татарстан), Казань, ул. Академика Завойского, 2"
Вторичка,762,8499000,балкон,раздельный,панельный,,7,,9 м²,29 м²,9,2,,евро,,,54.4 м²,1973,55.832121,49.131989,"Республика Татарстан, Казань, ул. Фатыха Амирхана, 51"
Вторичка,374,4550000,лоджия,совмещенный,кирпичный,,3,кухня,9 м²,22 м²,3,1,открытая во дворе,косметический,,,38 м²,2015,55.811149,49.442905,"Республика Татарстан, Пестречинский р-н, Шигалеевское сельское поселение, с. Новое Шигалеево, ул. Габдуллы Тукая, 45"
Вторичка,180,2550000,,раздельный,кирпичный,,3,,,11 м²,9,студия,,косметический,,,12.3 м²,,55.756685,49.213915,"Республика Татарстан, Казань, ул. Братьев Касимовых, 82"
Вторичка,6806,4350000,,раздельный,кирпичный,,3,,4.9 м²,20.7 м²,5,2,открытая во дворе,евро,2.7 м,,27 м²,1975,55.816571,49.080857,"Республика Татарстан (Татарстан), Казань, ул. Дежнева, 2к2"
Вторичка,1230,7000000,балкон,раздельный,кирпичный,,2,"кухня, хранение одежды, спальные места",6 м²,30 м²,5,2,открытая во дворе,евро,2.6 м,"холодильник, стиральная машина",48 м²,,55.8045578,49.1780014,"р-н Советский, Республика Татарстан, Казань, ул. Новаторов, 4А"
